Cycle,RFU,Gene,Group,Replicate
34,759.247958668125,Ins2,IL10-KO,1
34,841.126207048692,Ins2,IL10-KO,2
34,872.376374657621,Ins2,IL10-KO,3
34,768.737591439645,Ins2,IL10-KO,4
34,47.2741658666732,Ins1,DSS-IL10-KO,1
34,13.4506280569476,Ins1,DSS-IL10-KO,2
34,-7.39373517755712,Ins1,DSS-IL10-KO,3
34,21.6010162203834,Ins1,DSS-IL10-KO,4
34,1105.91606605851,Ins2,DSS-IL10-KO,1
34,1145.350493442,Ins2,DSS-IL10-KO,2
34,1071.49346508067,Ins2,DSS-IL10-KO,3
34,914.84884058956,Ins2,DSS-IL10-KO,4
35,-7.25862401745371,Ins1,IL10-KO,1
35,2.46982404349683,Ins1,IL10-KO,2
35,1.63653197837448,Ins1,IL10-KO,3
35,-4.24131459980481,Ins1,IL10-KO,4
35,826.220794116138,Ins2,IL10-KO,1
35,905.419517857635,Ins2,IL10-KO,2
35,940.072940140361,Ins2,IL10-KO,3
35,836.326023254878,Ins2,IL10-KO,4
35,99.2011272878446,Ins1,DSS-IL10-KO,1
35,27.6465927558133,Ins1,DSS-IL10-KO,2
35,0.718943419209609,Ins1,DSS-IL10-KO,3
35,45.1058453473347,Ins1,DSS-IL10-KO,4
35,1133.03145025342,Ins2,DSS-IL10-KO,1
35,1176.42884810347,Ins2,DSS-IL10-KO,2
35,1101.55276548889,Ins2,DSS-IL10-KO,3
35,938.346902717532,Ins2,DSS-IL10-KO,4
36,-4.6313198125481,Ins1,IL10-KO,1
36,-2.8728505557624,Ins1,IL10-KO,2
36,-0.328985119675053,Ins1,IL10-KO,3
36,1.65903325213594,Ins1,IL10-KO,4
36,882.360803856614,Ins2,IL10-KO,1
36,957.748896120886,Ins2,IL10-KO,2
36,998.741198372414,Ins2,IL10-KO,3
36,895.859721864544,Ins2,IL10-KO,4
36,173.726067971319,Ins1,DSS-IL10-KO,1
36,67.9758198364821,Ins1,DSS-IL10-KO,2
36,0.364341076946857,Ins1,DSS-IL10-KO,3
36,91.8006632320357,Ins1,DSS-IL10-KO,4
36,1158.8918583614,Ins2,DSS-IL10-KO,1
36,1207.87408353523,Ins2,DSS-IL10-KO,2
36,1127.37790950581,Ins2,DSS-IL10-KO,3
36,960.415430387256,Ins2,DSS-IL10-KO,4
37,-4.10753324186817,Ins1,IL10-KO,1
37,-1.31448455937198,Ins1,IL10-KO,2
37,3.26668226541187,Ins1,IL10-KO,3
37,0.396066532622172,Ins1,IL10-KO,4
37,930.248941289958,Ins2,IL10-KO,1
37,1002.66369631535,Ins2,IL10-KO,2
37,1044.49542276965,Ins2,IL10-KO,3
37,944.621835058262,Ins2,IL10-KO,4
37,270.405873825495,Ins1,DSS-IL10-KO,1
37,131.652875238271,Ins1,DSS-IL10-KO,2
37,-7.11532212894235,Ins1,DSS-IL10-KO,3
37,175.137953821026,Ins1,DSS-IL10-KO,4
37,1180.70727881106,Ins2,DSS-IL10-KO,1
37,1233.72696898977,Ins2,DSS-IL10-KO,2
37,1151.08171680521,Ins2,DSS-IL10-KO,3
37,976.129689314501,Ins2,DSS-IL10-KO,4
38,-6.83061640855294,Ins1,IL10-KO,1
38,-1.00414969706253,Ins1,IL10-KO,2
38,5.91507138586076,Ins1,IL10-KO,3
38,-11.8193053433447,Ins1,IL10-KO,4
38,973.591536348972,Ins2,IL10-KO,1
38,1043.95296347308,Ins2,IL10-KO,2
38,1087.18922281946,Ins2,IL10-KO,3
38,988.365092988176,Ins2,IL10-KO,4
38,386.585737375551,Ins1,DSS-IL10-KO,1
38,213.282609747171,Ins1,DSS-IL10-KO,2
38,-2.84181493077767,Ins1,DSS-IL10-KO,3
38,270.70515649934,Ins1,DSS-IL10-KO,4
38,1202.51648263176,Ins2,DSS-IL10-KO,1
38,1258.19312713972,Ins2,DSS-IL10-KO,2
38,1172.75053992999,Ins2,DSS-IL10-KO,3
38,992.534556628757,Ins2,DSS-IL10-KO,4
39,-9.12060753325341,Ins1,IL10-KO,1
39,2.67073962071072,Ins1,IL10-KO,2
39,-1.59791805999294,Ins1,IL10-KO,3
39,-4.60350073376867,Ins1,IL10-KO,4
39,1008.2354629241,Ins2,IL10-KO,1
39,1077.83192008178,Ins2,IL10-KO,2
39,1118.95443144104,Ins2,IL10-KO,3
39,1024.11990106651,Ins2,IL10-KO,4
39,495.615914444463,Ins1,DSS-IL10-KO,1
39,312.363034067644,Ins1,DSS-IL10-KO,2
39,-5.77335437846386,Ins1,DSS-IL10-KO,3
39,375.984896153935,Ins1,DSS-IL10-KO,4
39,1218.54645455766,Ins2,DSS-IL10-KO,1
39,1275.25011342982,Ins2,DSS-IL10-KO,2
39,1190.95344835665,Ins2,DSS-IL10-KO,3
39,1005.01311124541,Ins2,DSS-IL10-KO,4
40,-6.84553703892834,Ins1,IL10-KO,1
40,-0.68550467771729,Ins1,IL10-KO,2
40,-8.12319212653301,Ins1,IL10-KO,3
40,-6.29898841266277,Ins1,IL10-KO,4
40,1036.88796862675,Ins2,IL10-KO,1
40,1106.43746854995,Ins2,IL10-KO,2
40,1146.54679392676,Ins2,IL10-KO,3
40,1057.92765089498,Ins2,IL10-KO,4
40,597.939519123834,Ins1,DSS-IL10-KO,1
40,417.36508233693,Ins1,DSS-IL10-KO,2
40,-0.288809638580005,Ins1,DSS-IL10-KO,3
40,481.257798712194,Ins1,DSS-IL10-KO,4
40,1234.76352428846,Ins2,DSS-IL10-KO,1
40,1291.4870005991,Ins2,DSS-IL10-KO,2
40,1204.98788157459,Ins2,DSS-IL10-KO,3
40,1017.72220947721,Ins2,DSS-IL10-KO,4
1,-8.81068975383232,Ins1,CTRL,1
1,-12.970536329517,Ins1,CTRL,2
1,-4.74634350277392,Ins1,CTRL,3
1,-18.3978606971932,Ins1,CTRL,4
1,2.28237818883099,Ins2,CTRL,1
1,-5.8583086924923,Ins2,CTRL,2
1,2.13567559119065,Ins2,CTRL,3
1,-3.90493976554944,Ins2,CTRL,4
2,-10.3099574834991,Ins1,CTRL,1
2,-5.29912445124819,Ins1,CTRL,2
2,-0.252272422161241,Ins1,CTRL,3
2,-5.98710713351011,Ins1,CTRL,4
2,2.21867620055491,Ins2,CTRL,1
2,-1.01314577803123,Ins2,CTRL,2
2,-3.05076550382546,Ins2,CTRL,3
2,0.0377420505233204,Ins2,CTRL,4
3,-6.14574253651062,Ins1,CTRL,1
3,-4.40199619750228,Ins1,CTRL,2
3,-4.78049791569902,Ins1,CTRL,3
3,-1.00698043533794,Ins1,CTRL,4
3,1.349239481734,Ins2,CTRL,1
3,2.12015111709752,Ins2,CTRL,2
3,-0.0629462023330234,Ins2,CTRL,3
3,0.441315864766693,Ins2,CTRL,4
4,-3.36392830973091,Ins1,CTRL,1
4,-5.45201601209965,Ins1,CTRL,2
4,3.073362721183,Ins1,CTRL,3
4,-7.40068907170371,Ins1,CTRL,4
4,-0.163973726393579,Ins2,CTRL,1
4,-1.09865551509301,Ins2,CTRL,2
4,1.29147413718738,Ins2,CTRL,3
4,1.61973186520117,Ins2,CTRL,4
5,-2.3987938982782,Ins1,CTRL,1
5,-2.77140497659275,Ins1,CTRL,2
5,-3.29896091968476,Ins1,CTRL,3
5,-4.56766287389883,Ins1,CTRL,4
5,1.44729140519848,Ins2,CTRL,1
5,-0.69094220883062,Ins2,CTRL,2
5,0.975388599397775,Ins2,CTRL,3
5,1.46693373667313,Ins2,CTRL,4
6,-0.574325754149868,Ins1,CTRL,1
6,-1.68822594729636,Ins1,CTRL,2
6,3.47975719325495,Ins1,CTRL,3
6,3.38510032111708,Ins1,CTRL,4
6,2.51230665294997,Ins2,CTRL,1
6,1.73294351897084,Ins2,CTRL,2
6,-1.79465839380282,Ins2,CTRL,3
6,0.99156582233536,Ins2,CTRL,4
7,2.4922149661943,Ins1,CTRL,1
7,-0.94166679024147,Ins1,CTRL,2
7,0.444760806130034,Ins1,CTRL,3
7,2.17999687846122,Ins1,CTRL,4
7,3.89945444509476,Ins2,CTRL,1
7,0.785214732228269,Ins2,CTRL,2
7,0.884660353171057,Ins2,CTRL,3
7,2.216720974493,Ins2,CTRL,4
8,-4.24758967144271,Ins1,CTRL,1
8,-0.561943785803578,Ins1,CTRL,2
8,3.49593249645568,Ins1,CTRL,3
8,6.52379340813513,Ins1,CTRL,4
8,-0.577193965687002,Ins2,CTRL,1
8,1.03347150674062,Ins2,CTRL,2
8,4.49628998801973,Ins2,CTRL,3
8,1.56373925998469,Ins2,CTRL,4
9,2.24362738669333,Ins1,CTRL,1
9,-3.71297544200206,Ins1,CTRL,2
9,-2.96345505169029,Ins1,CTRL,3
9,0.120329510707961,Ins1,CTRL,4
9,-0.353442571015421,Ins2,CTRL,1
9,3.19468947363293,Ins2,CTRL,2
9,-0.586578030306555,Ins2,CTRL,3
9,-0.424402381800064,Ins2,CTRL,4
10,0.88693044799038,Ins1,CTRL,1
10,0.709044241009451,Ins1,CTRL,2
10,1.12073135231412,Ins1,CTRL,3
10,0.19776680003315,Ins1,CTRL,4
10,4.08950461871791,Ins2,CTRL,1
10,3.8843242204116,Ins2,CTRL,2
10,-0.00457704589416608,Ins2,CTRL,3
10,3.32064457841989,Ins2,CTRL,4
11,7.51683146198911,Ins1,CTRL,1
11,-2.60626879487609,Ins1,CTRL,2
11,2.21330796540087,Ins1,CTRL,3
11,4.9606128284845,Ins1,CTRL,4
11,-3.48901434920208,Ins2,CTRL,1
11,0.477305425834857,Ins2,CTRL,2
11,5.46073543104421,Ins2,CTRL,3
11,-0.634199902356158,Ins2,CTRL,4
12,5.02046821223303,Ins1,CTRL,1
12,2.1349827035101,Ins1,CTRL,2
12,0.162538358395523,Ins1,CTRL,3
12,2.83370387495188,Ins1,CTRL,4
12,0.0124704633171859,Ins2,CTRL,1
12,2.5252021983315,Ins2,CTRL,2
12,6.58677113343401,Ins2,CTRL,3
12,-0.776206102987544,Ins2,CTRL,4
13,7.39315436252673,Ins1,CTRL,1
13,3.70025445804822,Ins1,CTRL,2
13,0.468648481144555,Ins1,CTRL,3
13,2.56514837075611,Ins1,CTRL,4
13,3.0571162680867,Ins2,CTRL,1
13,3.8135764085032,Ins2,CTRL,2
13,1.28868117072807,Ins2,CTRL,3
13,-3.91281498188528,Ins2,CTRL,4
14,2.29184212406199,Ins1,CTRL,1
14,1.48547910681327,Ins1,CTRL,2
14,-1.53123714594176,Ins1,CTRL,3
14,3.11857233858882,Ins1,CTRL,4
14,0.575634720907146,Ins2,CTRL,1
14,-2.09361388867137,Ins2,CTRL,2
14,-0.507036174785298,Ins2,CTRL,3
14,6.76208931642896,Ins2,CTRL,4
15,8.32868406633634,Ins1,CTRL,1
15,0.522461970323548,Ins1,CTRL,2
15,4.7919152506438,Ins1,CTRL,3
15,3.66074839207749,Ins1,CTRL,4
15,0.646675761408005,Ins2,CTRL,1
15,2.66237991247135,Ins2,CTRL,2
15,1.82966056238274,Ins2,CTRL,3
15,-0.624077768191,Ins2,CTRL,4
16,4.534611827763,Ins1,CTRL,1
16,8.06706841491268,Ins1,CTRL,2
16,0.903625828463191,Ins1,CTRL,3
16,1.19598686980953,Ins1,CTRL,4
16,1.75809946584059,Ins2,CTRL,1
16,0.663757626439292,Ins2,CTRL,2
16,1.99844659275641,Ins2,CTRL,3
16,2.75945369333294,Ins2,CTRL,4
17,7.16515382155649,Ins1,CTRL,1
17,5.78815617804003,Ins1,CTRL,2
17,3.70291257515964,Ins1,CTRL,3
17,7.7845586974554,Ins1,CTRL,4
17,0.0925113332582441,Ins2,CTRL,1
17,-0.32622656884314,Ins2,CTRL,2
17,-0.701754078796057,Ins2,CTRL,3
17,0.986019964019761,Ins2,CTRL,4
18,5.00163792297963,Ins1,CTRL,1
18,3.22506107241907,Ins1,CTRL,2
18,3.32678987309737,Ins1,CTRL,3
18,0.0085866025588075,Ins1,CTRL,4
18,0.82430176053731,Ins2,CTRL,1
18,1.79149530377117,Ins2,CTRL,2
18,2.15082218045609,Ins2,CTRL,3
18,-0.532882804353449,Ins2,CTRL,4
19,1.35729745310482,Ins1,CTRL,1
19,2.24333811300858,Ins1,CTRL,2
19,4.26814590625099,Ins1,CTRL,3
19,2.13677107352305,Ins1,CTRL,4
19,2.82303112057934,Ins2,CTRL,1
19,-2.0034933595698,Ins2,CTRL,2
19,-1.81669546439662,Ins2,CTRL,3
19,-0.0887030996073008,Ins2,CTRL,4
20,3.91251859841304,Ins1,CTRL,1
20,1.44045286065148,Ins1,CTRL,2
20,1.15529367456747,Ins1,CTRL,3
20,5.46882468158719,Ins1,CTRL,4
20,2.27799064415785,Ins2,CTRL,1
20,-2.3314887354004,Ins2,CTRL,2
20,-2.85678072924929,Ins2,CTRL,3
20,-1.1362510275726,Ins2,CTRL,4
21,1.92695169858462,Ins1,CTRL,1
21,6.12684407214056,Ins1,CTRL,2
21,4.71451543826925,Ins1,CTRL,3
21,2.68136861075982,Ins1,CTRL,4
21,5.96128635556488,Ins2,CTRL,1
21,6.11479656758092,Ins2,CTRL,2
21,-1.16817707391829,Ins2,CTRL,3
21,0.691014659823395,Ins2,CTRL,4
22,1.58917222235641,Ins1,CTRL,1
22,4.060603668976,Ins1,CTRL,2
22,0.247082087400486,Ins1,CTRL,3
22,1.46491812591512,Ins1,CTRL,4
22,8.00516050255055,Ins2,CTRL,1
22,5.1805856858814,Ins2,CTRL,2
22,6.66529422518988,Ins2,CTRL,3
22,6.12390786367405,Ins2,CTRL,4
23,-2.69557127990993,Ins1,CTRL,1
23,9.6158677258677,Ins1,CTRL,2
23,11.0256721384872,Ins1,CTRL,3
23,-1.39956948201962,Ins1,CTRL,4
23,19.9849432043175,Ins2,CTRL,1
23,18.7958002666519,Ins2,CTRL,2
23,13.73186472511,Ins2,CTRL,3
23,14.3940997553955,Ins2,CTRL,4
24,0.086233986136449,Ins1,CTRL,1
24,7.88290630642541,Ins1,CTRL,2
24,2.8553274943788,Ins1,CTRL,3
24,4.74882160322795,Ins1,CTRL,4
24,35.3245542132404,Ins2,CTRL,1
24,34.2714944650902,Ins2,CTRL,2
24,32.570664165662,Ins2,CTRL,3
24,28.0213443179996,Ins2,CTRL,4
25,0.792353847516551,Ins1,CTRL,1
25,-1.52595795407069,Ins1,CTRL,2
25,-0.726969895469665,Ins1,CTRL,3
25,1.18444917102579,Ins1,CTRL,4
25,64.6259372215131,Ins2,CTRL,1
25,68.1270456583502,Ins2,CTRL,2
25,63.1256399579997,Ins2,CTRL,3
25,60.2253727836751,Ins2,CTRL,4
26,-4.68402316721722,Ins1,CTRL,1
26,8.02979096327726,Ins1,CTRL,2
26,-0.710782674110305,Ins1,CTRL,3
26,-0.558032699032992,Ins1,CTRL,4
26,117.901567907292,Ins2,CTRL,1
26,119.356624159901,Ins2,CTRL,2
26,106.229855969286,Ins2,CTRL,3
26,105.964767710864,Ins2,CTRL,4
27,-1.67486468793641,Ins1,CTRL,1
27,7.65525508508563,Ins1,CTRL,2
27,-2.60626314303227,Ins1,CTRL,3
27,0.218047574516731,Ins1,CTRL,4
27,208.534694066665,Ins2,CTRL,1
27,211.905642330155,Ins2,CTRL,2
27,187.103371822461,Ins2,CTRL,3
27,189.916755223892,Ins2,CTRL,4
28,-3.08941587060463,Ins1,CTRL,1
28,2.42205371077989,Ins1,CTRL,2
28,0.721757480850101,Ins1,CTRL,3
28,4.40373374612272,Ins1,CTRL,4
28,312.130198796559,Ins2,CTRL,1
28,318.477293939289,Ins2,CTRL,2
28,276.176083001845,Ins2,CTRL,3
28,285.161855599626,Ins2,CTRL,4
29,0.551289080620336,Ins1,CTRL,1
29,1.67968163087107,Ins1,CTRL,2
29,-5.19597780062713,Ins1,CTRL,3
29,-2.5622426704831,Ins1,CTRL,4
29,427.125642231812,Ins2,CTRL,1
29,434.551559367842,Ins2,CTRL,2
29,373.542109572237,Ins2,CTRL,3
29,386.982178308714,Ins2,CTRL,4
30,-2.25601012162724,Ins1,CTRL,1
30,1.37596587491998,Ins1,CTRL,2
30,3.98350379341218,Ins1,CTRL,3
30,-2.41178881263932,Ins1,CTRL,4
30,539.293137659921,Ins2,CTRL,1
30,549.274564997036,Ins2,CTRL,2
30,465.192579086757,Ins2,CTRL,3
30,488.787777367331,Ins2,CTRL,4
31,1.16355610491382,Ins1,CTRL,1
31,-0.875421921468387,Ins1,CTRL,2
31,-2.16818310453027,Ins1,CTRL,3
31,-4.8924163614206,Ins1,CTRL,4
31,638.345381498947,Ins2,CTRL,1
31,649.567948276346,Ins2,CTRL,2
31,546.234323516558,Ins2,CTRL,3
31,577.605101316116,Ins2,CTRL,4
32,1.04678032006132,Ins1,CTRL,1
32,3.02515946447056,Ins1,CTRL,2
32,-1.42030226221868,Ins1,CTRL,3
32,3.9311685958719,Ins1,CTRL,4
32,719.397831227588,Ins2,CTRL,1
32,733.846353585903,Ins2,CTRL,2
32,614.670394914571,Ins2,CTRL,3
32,653.96597593913,Ins2,CTRL,4
33,12.6516036378725,Ins1,CTRL,1
33,3.54074614790579,Ins1,CTRL,2
33,2.54526573967723,Ins1,CTRL,3
33,2.3902949133726,Ins1,CTRL,4
33,784.423786966261,Ins2,CTRL,1
33,802.339493270774,Ins2,CTRL,2
33,671.019211012049,Ins2,CTRL,3
33,718.248670895434,Ins2,CTRL,4
34,33.5087869816025,Ins1,CTRL,1
34,0.676145874941994,Ins1,CTRL,2
34,5.29743590137559,Ins1,CTRL,3
34,5.38326600849132,Ins1,CTRL,4
34,837.322198962522,Ins2,CTRL,1
34,858.446229180592,Ins2,CTRL,2
34,716.75638142199,Ins2,CTRL,3
34,771.525494022451,Ins2,CTRL,4
35,66.471369549316,Ins1,CTRL,1
35,-0.717650845965181,Ins1,CTRL,2
35,20.9582170530584,Ins1,CTRL,3
35,21.3097016451216,Ins1,CTRL,4
35,882.609862292629,Ins2,CTRL,1
35,906.00034394652,Ins2,CTRL,2
35,754.138368642978,Ins2,CTRL,3
35,818.852426619902,Ins2,CTRL,4
36,119.494652667826,Ins1,CTRL,1
36,-3.62386258961533,Ins1,CTRL,2
36,34.6988497157568,Ins1,CTRL,3
36,44.1505951319928,Ins1,CTRL,4
36,921.36596463758,Ins2,CTRL,1
36,947.364600513144,Ins2,CTRL,2
36,786.26417762746,Ins2,CTRL,3
36,857.373672680806,Ins2,CTRL,4
37,201.962879377569,Ins1,CTRL,1
37,-1.56429935863616,Ins1,CTRL,2
37,64.171773067751,Ins1,CTRL,3
37,90.7167804189326,Ins1,CTRL,4
37,954.788929494026,Ins2,CTRL,1
37,983.308149979309,Ins2,CTRL,2
37,815.212890702917,Ins2,CTRL,3
37,894.334695081827,Ins2,CTRL,4
38,285.851676808024,Ins1,CTRL,1
38,-4.72002589451085,Ins1,CTRL,2
38,101.364677875375,Ins1,CTRL,3
38,177.477885601021,Ins1,CTRL,4
38,981.438202959142,Ins2,CTRL,1
38,1016.04047211741,Ins2,CTRL,2
38,840.463588115779,Ins2,CTRL,3
38,924.25450782625,Ins2,CTRL,4
39,372.959906497621,Ins1,CTRL,1
39,-5.66928511444712,Ins1,CTRL,2
39,171.052148958663,Ins1,CTRL,3
39,281.878787141577,Ins1,CTRL,4
39,1003.58125545276,Ins2,CTRL,1
39,1041.27354307333,Ins2,CTRL,2
39,863.263243489506,Ins2,CTRL,3
39,950.316466376994,Ins2,CTRL,4
40,459.132498740004,Ins1,CTRL,1
40,-7.29401868153991,Ins1,CTRL,2
40,246.890438293934,Ins1,CTRL,3
40,403.9194850406,Ins1,CTRL,4
40,1022.14982711795,Ins2,CTRL,1
40,1062.16983001524,Ins2,CTRL,2
40,884.43412513666,Ins2,CTRL,3
40,971.301024110148,Ins2,CTRL,4
