"Organ_Pair","Organ1","Organ2","Gene_Organ1","Gene_Organ2","Correlation","P_value","N","Gene1","Gene2","Group","Analysis_Note","Significance","Significant"
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tcf19","Colon_Ins1",NA,NA,NA,"Tcf19","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tbc1d4","Colon_Ins2",-0.261904682553367,0.616125529283875,6,"Tbc1d4","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Mafa","Colon_Ins2",0.658119505228146,0.155343524446873,6,"Mafa","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins1","Colon_Ins2",-0.322296188095237,0.677703811904762,4,"Ins1","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins2","Colon_Ins2",-0.502718216836476,0.30944755762809,6,"Ins2","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Ins2",0.50291368065823,0.309228488778623,6,"Srr","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glp1r","Colon_Ins2",-0.201895513047909,0.870579717707485,3,"Glp1r","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Zfand6","Colon_Ins2",-0.740304521654331,0.0924054545536064,6,"Zfand6","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ghrhr","Colon_Ins2",0.0726600062903668,0.90756787514829,5,"Ghrhr","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Insr","Colon_Ins2",-0.572303234781123,0.31332630141881,5,"Insr","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glut1","Colon_Ins2",0.796391620279091,0.203608379720909,4,"Glut1","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tcf19","Colon_Ins2",0.182087847512166,0.883428947820625,3,"Tcf19","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tbc1d4","Colon_Srr",-0.668811731502389,0.0244383774856431,11,"Tbc1d4","Srr","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Mafa","Colon_Srr",0.589109425530497,0.0565127838775749,11,"Mafa","Srr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins1","Colon_Srr",-0.690281354748123,0.129033479313435,6,"Ins1","Srr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins2","Colon_Srr",-0.221727047599919,0.512309394603205,11,"Ins2","Srr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Srr",0.48951001471719,0.126449209005137,11,"Srr","Srr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glp1r","Colon_Srr",0.542137842681853,0.208699595162139,7,"Glp1r","Srr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Zfand6","Colon_Srr",-0.823454945859906,0.00183955942270792,11,"Zfand6","Srr","All_Groups","Metabolic-immune axis (n=12)","p<0.01",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ghrhr","Colon_Srr",0.400016626025212,0.252050444205268,10,"Ghrhr","Srr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Insr","Colon_Srr",-0.23040458669605,0.521904526643584,10,"Insr","Srr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glut1","Colon_Srr",0.403654507316206,0.281311509199383,9,"Glut1","Srr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tcf19","Colon_Srr",0.740148247918639,0.0571439741010045,7,"Tcf19","Srr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tbc1d4","Colon_Glp1r",-0.478539257476872,0.115534654377375,12,"Tbc1d4","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Mafa","Colon_Glp1r",0.269834683167803,0.396339933637172,12,"Mafa","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins1","Colon_Glp1r",-0.668591651837394,0.146547702973698,6,"Ins1","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins2","Colon_Glp1r",0.0496402893102859,0.878238828966676,12,"Ins2","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Glp1r",0.334404469923571,0.288048614866403,12,"Srr","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glp1r","Colon_Glp1r",0.654385745244609,0.0783048861168326,8,"Glp1r","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Zfand6","Colon_Glp1r",-0.681269196131985,0.0147101701177453,12,"Zfand6","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ghrhr","Colon_Glp1r",0.227864723294365,0.52663050581502,10,"Ghrhr","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Insr","Colon_Glp1r",0.0245483722602911,0.942886411983624,11,"Insr","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glut1","Colon_Glp1r",0.484583061287926,0.155780912183766,10,"Glut1","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tcf19","Colon_Glp1r",0.379462022153072,0.353857460361547,8,"Tcf19","Glp1r","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tbc1d4","Colon_Zfand6",-0.530898100744684,0.0757350909911629,12,"Tbc1d4","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Mafa","Colon_Zfand6",0.380100839419479,0.222924192645911,12,"Mafa","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins1","Colon_Zfand6",-0.587904191491598,0.219742769032886,6,"Ins1","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins2","Colon_Zfand6",-0.246684045183298,0.439561951426163,12,"Ins2","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Zfand6",0.578420117500032,0.048814055500713,12,"Srr","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glp1r","Colon_Zfand6",0.591279398999009,0.122646991790326,8,"Glp1r","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Zfand6","Colon_Zfand6",-0.821425257161605,0.00105079655587489,12,"Zfand6","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p<0.01",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ghrhr","Colon_Zfand6",0.558493918697153,0.093342994438475,10,"Ghrhr","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Insr","Colon_Zfand6",-0.0874739902038719,0.798149873491813,11,"Insr","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glut1","Colon_Zfand6",0.475860418734307,0.164471175613959,10,"Glut1","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tcf19","Colon_Zfand6",0.375358231994749,0.359516153143339,8,"Tcf19","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tbc1d4","Colon_Ghrhr",-0.545138789337917,0.0668012964122953,12,"Tbc1d4","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Mafa","Colon_Ghrhr",0.516286059468956,0.0857179767174251,12,"Mafa","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins1","Colon_Ghrhr",-0.529225335108633,0.280274569136659,6,"Ins1","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins2","Colon_Ghrhr",-0.318431766226214,0.313095321545189,12,"Ins2","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Ghrhr",0.538888866695511,0.0706273384619875,12,"Srr","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glp1r","Colon_Ghrhr",0.753509360696172,0.0308601458630381,8,"Glp1r","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Zfand6","Colon_Ghrhr",-0.848224850209074,0.000488776341540761,12,"Zfand6","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p<0.001",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ghrhr","Colon_Ghrhr",0.725413062693591,0.0175769042949867,10,"Ghrhr","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Insr","Colon_Ghrhr",-0.157549734090562,0.643617598331934,11,"Insr","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glut1","Colon_Ghrhr",0.496636705909459,0.144237995942877,10,"Glut1","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tcf19","Colon_Ghrhr",-0.133727670493502,0.752233910222458,8,"Tcf19","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tbc1d4","Colon_Insr",-0.52806891756452,0.0776025126761789,12,"Tbc1d4","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Mafa","Colon_Insr",0.488276910889683,0.107270417707209,12,"Mafa","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins1","Colon_Insr",-0.558389190753423,0.249468666663887,6,"Ins1","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins2","Colon_Insr",0.0431463670103233,0.89408260171514,12,"Ins2","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Insr",0.384265702979697,0.217474115824452,12,"Srr","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glp1r","Colon_Insr",0.664233062059395,0.0724042218812563,8,"Glp1r","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Zfand6","Colon_Insr",-0.685382895080978,0.0138926941377712,12,"Zfand6","Insr","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ghrhr","Colon_Insr",0.223763159065465,0.534298923777191,10,"Ghrhr","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Insr","Colon_Insr",-0.0674451439064754,0.843804077396911,11,"Insr","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glut1","Colon_Insr",0.435323202549257,0.208598285455904,10,"Glut1","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tcf19","Colon_Insr",0.437480429060852,0.278376134288731,8,"Tcf19","Insr","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tbc1d4","Colon_Glut1",-0.530586247353465,0.0759394083988194,12,"Tbc1d4","Glut1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Mafa","Colon_Glut1",0.395741829795073,0.202876895570668,12,"Mafa","Glut1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins1","Colon_Glut1",-0.647080273086617,0.164850012678784,6,"Ins1","Glut1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins2","Colon_Glut1",-0.308539190968459,0.329190823475606,12,"Ins2","Glut1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Glut1",0.585871138892354,0.0453111594426679,12,"Srr","Glut1","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glp1r","Colon_Glut1",0.57934198132242,0.132320561839664,8,"Glp1r","Glut1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Zfand6","Colon_Glut1",-0.843899268644362,0.000558222378325315,12,"Zfand6","Glut1","All_Groups","Metabolic-immune axis (n=12)","p<0.001",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ghrhr","Colon_Glut1",0.527117141948462,0.11743619426793,10,"Ghrhr","Glut1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Insr","Colon_Glut1",-0.108730082847042,0.750314313236542,11,"Insr","Glut1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glut1","Colon_Glut1",0.461985886876034,0.17888035170357,10,"Glut1","Glut1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tcf19","Colon_Glut1",0.39844280385123,0.328223223369433,8,"Tcf19","Glut1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tbc1d4","Colon_Tcf19",-0.418124439038081,0.176175353421538,12,"Tbc1d4","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Mafa","Colon_Tcf19",0.1744747884053,0.587585452842958,12,"Mafa","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins1","Colon_Tcf19",-0.509410812317601,0.301979675410771,6,"Ins1","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ins2","Colon_Tcf19",0.0133921644622095,0.967050600183939,12,"Ins2","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Tcf19",0.304716631500509,0.335528456666631,12,"Srr","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glp1r","Colon_Tcf19",0.623547222535889,0.0985525181145343,8,"Glp1r","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Zfand6","Colon_Tcf19",-0.623489692663356,0.0302920925761562,12,"Zfand6","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Ghrhr","Colon_Tcf19",0.172551769492756,0.633582105922246,10,"Ghrhr","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Insr","Colon_Tcf19",-0.0484016862257435,0.887618195575398,11,"Insr","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Glut1","Colon_Tcf19",0.467756285359828,0.172800012429239,10,"Glut1","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tcf19","Colon_Tcf19",0.469537982309576,0.240454436432358,8,"Tcf19","Tcf19","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Tbc1d4","Spleen_Tbc1d4",-0.226109051919223,0.479787418581473,12,"Tbc1d4","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Mafa","Spleen_Tbc1d4",0.445806179237412,0.146350748010814,12,"Mafa","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ins1","Spleen_Tbc1d4",-0.917258034386714,0.00998611392782327,6,"Ins1","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p<0.01",TRUE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ins2","Spleen_Tbc1d4",-0.126228676186687,0.695864729667665,12,"Ins2","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Srr","Spleen_Tbc1d4",0.396227813244953,0.202272339950908,12,"Srr","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Glp1r","Spleen_Tbc1d4",-0.425747690952864,0.292941874951202,8,"Glp1r","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Zfand6","Spleen_Tbc1d4",-0.237769572486238,0.456786550800194,12,"Zfand6","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ghrhr","Spleen_Tbc1d4",0.374190195254058,0.286762110484616,10,"Ghrhr","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Insr","Spleen_Tbc1d4",0.425657721923799,0.191806109530775,11,"Insr","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Glut1","Spleen_Tbc1d4",0.391141919604146,0.263701922249368,10,"Glut1","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Tcf19","Spleen_Tbc1d4",0.196489887036989,0.640954298613826,8,"Tcf19","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Tbc1d4","Spleen_Mafa",-0.428230618412938,0.164880043704201,12,"Tbc1d4","Mafa","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Mafa","Spleen_Mafa",0.325876372659201,0.301276019483678,12,"Mafa","Mafa","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ins1","Spleen_Mafa",-0.353588457873282,0.491720975869334,6,"Ins1","Mafa","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ins2","Spleen_Mafa",-0.387330479975154,0.213515493916436,12,"Ins2","Mafa","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Srr","Spleen_Mafa",0.728935574612112,0.00715557251923865,12,"Srr","Mafa","All_Groups","Metabolic-immune axis (n=12)","p<0.01",TRUE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Glp1r","Spleen_Mafa",-0.444964604677961,0.269275272622436,8,"Glp1r","Mafa","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Zfand6","Spleen_Mafa",-0.506643593795081,0.0927727771480647,12,"Zfand6","Mafa","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ghrhr","Spleen_Mafa",0.736854827125102,0.0150525474878244,10,"Ghrhr","Mafa","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Insr","Spleen_Mafa",0.086147889029741,0.801156641682423,11,"Insr","Mafa","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Glut1","Spleen_Mafa",0.28942247425789,0.417308939388069,10,"Glut1","Mafa","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Tcf19","Spleen_Mafa",-0.156507807855933,0.711304660160364,8,"Tcf19","Mafa","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Tbc1d4","Spleen_Ins1",NA,NA,NA,"Tbc1d4","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Mafa","Spleen_Ins1",NA,NA,NA,"Mafa","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ins1","Spleen_Ins1",NA,NA,NA,"Ins1","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ins2","Spleen_Ins1",NA,NA,NA,"Ins2","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Srr","Spleen_Ins1",NA,NA,NA,"Srr","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Glp1r","Spleen_Ins1",NA,NA,NA,"Glp1r","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Zfand6","Spleen_Ins1",NA,NA,NA,"Zfand6","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ghrhr","Spleen_Ins1",NA,NA,NA,"Ghrhr","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Insr","Spleen_Ins1",NA,NA,NA,"Insr","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Glut1","Spleen_Ins1",NA,NA,NA,"Glut1","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Tcf19","Spleen_Ins1",NA,NA,NA,"Tcf19","Ins1","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Tbc1d4","Spleen_Ins2",-0.718884102353354,0.107431468610927,6,"Tbc1d4","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Mafa","Spleen_Ins2",0.722625483133735,0.10473480464775,6,"Mafa","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ins1","Spleen_Ins2",-0.603550829037632,0.396449170962368,4,"Ins1","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Ins2","Spleen_Ins2",-0.551809889934341,0.256296608074324,6,"Ins2","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Srr","Spleen_Ins2",0.596719433640981,0.211159011955813,6,"Srr","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",FALSE
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Glp1r","Spleen_Ins2",NA,NA,NA,"Glp1r","Ins2","All_Groups","Metabolic-immune axis (n=12)","p>0.05",NA
