Organ1,Organ2,Col1,Col2,Gene1,Gene2,N,Correlation,P_value,Group,Sig_raw
Colon,Liver,Colon_Mafa,Liver_Tbc1d4,Mafa,Tbc1d4,4,0.5130611834986835,0.48693881650131665,IL10-KO,False
Colon,Liver,Colon_Mafa,Liver_Tcf19,Mafa,Tcf19,4,0.09742197877933527,0.9025780212206647,IL10-KO,False
Colon,Liver,Colon_Mafa,Liver_Zfand6,Mafa,Zfand6,4,0.08493400456976391,0.915065995430236,IL10-KO,False
Colon,Pancreas,Colon_Mafa,Pancreas_Glut1,Mafa,Glut1,4,-0.4970504758634806,0.5029495241365194,IL10-KO,False
Colon,Pancreas,Colon_Mafa,Pancreas_Ins2,Mafa,Ins2,4,-0.6524843209746252,0.34751567902537484,IL10-KO,False
Colon,Pancreas,Colon_Mafa,Pancreas_Insr,Mafa,Insr,4,0.10576145919717378,0.8942385408028262,IL10-KO,False
Colon,Pancreas,Colon_Mafa,Pancreas_Mafa,Mafa,Mafa,4,0.23182854563006858,0.7681714543699314,IL10-KO,False
Colon,Pancreas,Colon_Mafa,Pancreas_Srr,Mafa,Srr,4,0.8867199212931491,0.11328007870685086,IL10-KO,False
Colon,Pancreas,Colon_Mafa,Pancreas_Tbc1d4,Mafa,Tbc1d4,4,-0.1433762269910667,0.8566237730089332,IL10-KO,False
Colon,Pancreas,Colon_Mafa,Pancreas_Zfand6,Mafa,Zfand6,4,-0.6025378887393171,0.39746211126068287,IL10-KO,False
Colon,Spleen,Colon_Mafa,Spleen_Glut1,Mafa,Glut1,4,-0.2989304154750895,0.7010695845249106,IL10-KO,False
Colon,Spleen,Colon_Mafa,Spleen_Insr,Mafa,Insr,4,-0.6308252673888316,0.3691747326111683,IL10-KO,False
Colon,Spleen,Colon_Mafa,Spleen_Mafa,Mafa,Mafa,4,-0.5508953357533173,0.4491046642466827,IL10-KO,False
Colon,Spleen,Colon_Mafa,Spleen_Tcf19,Mafa,Tcf19,4,-0.922627197027502,0.07737280297249804,IL10-KO,False
Colon,Spleen,Colon_Mafa,Spleen_Zfand6,Mafa,Zfand6,4,-0.29043436755798696,0.709565632442013,IL10-KO,False
Colon,Kidney,Colon_Tcf19,Kidney_Glut1,Tcf19,Glut1,4,0.7816294760957836,0.2183705239042164,IL10-KO,False
Colon,Kidney,Colon_Tcf19,Kidney_Insr,Tcf19,Insr,4,0.8524177101199177,0.14758228988008226,IL10-KO,False
Colon,Kidney,Colon_Tcf19,Kidney_Mafa,Tcf19,Mafa,4,0.9530391786932749,0.04696082130672519,IL10-KO,True
Colon,Kidney,Colon_Tcf19,Kidney_Zfand6,Tcf19,Zfand6,4,0.9753590730955133,0.024640926904486715,IL10-KO,True
Colon,Liver,Colon_Tcf19,Liver_Ghrhr,Tcf19,Ghrhr,4,-0.1783504701004442,0.8216495298995559,IL10-KO,False
Colon,Liver,Colon_Tcf19,Liver_Glut1,Tcf19,Glut1,4,-0.1676219450536744,0.8323780549463256,IL10-KO,False
Colon,Liver,Colon_Tcf19,Liver_Tbc1d4,Tcf19,Tbc1d4,4,0.5231811284415689,0.47681887155843095,IL10-KO,False
Colon,Liver,Colon_Tcf19,Liver_Tcf19,Tcf19,Tcf19,4,0.8086961633725576,0.19130383662744244,IL10-KO,False
Colon,Liver,Colon_Tcf19,Liver_Zfand6,Tcf19,Zfand6,4,0.2883355924384133,0.7116644075615868,IL10-KO,False
Colon,Pancreas,Colon_Tcf19,Pancreas_Glut1,Tcf19,Glut1,4,0.0783392145683747,0.9216607854316252,IL10-KO,False
Colon,Pancreas,Colon_Tcf19,Pancreas_Ins2,Tcf19,Ins2,4,-0.5227202854116653,0.47727971458833474,IL10-KO,False
Colon,Pancreas,Colon_Tcf19,Pancreas_Insr,Tcf19,Insr,4,-0.7724809617992666,0.22751903820073327,IL10-KO,False
Colon,Pancreas,Colon_Tcf19,Pancreas_Mafa,Tcf19,Mafa,4,0.6626480667009569,0.3373519332990431,IL10-KO,False
Colon,Pancreas,Colon_Tcf19,Pancreas_Srr,Tcf19,Srr,4,-0.1215493067596985,0.8784506932403016,IL10-KO,False
Colon,Pancreas,Colon_Tcf19,Pancreas_Tbc1d4,Tcf19,Tbc1d4,4,-0.8928478610413462,0.10715213895865383,IL10-KO,False
Colon,Pancreas,Colon_Tcf19,Pancreas_Zfand6,Tcf19,Zfand6,4,-0.568071516212571,0.4319284837874289,IL10-KO,False
Colon,Spleen,Colon_Tcf19,Spleen_Glut1,Tcf19,Glut1,4,-0.6500587447680936,0.34994125523190656,IL10-KO,False
Colon,Spleen,Colon_Tcf19,Spleen_Insr,Tcf19,Insr,4,-0.02200611788563922,0.9779938821143608,IL10-KO,False
Colon,Spleen,Colon_Tcf19,Spleen_Mafa,Tcf19,Mafa,4,-0.5895225887656133,0.41047741123438675,IL10-KO,False
Colon,Spleen,Colon_Tcf19,Spleen_Tcf19,Tcf19,Tcf19,4,-0.07248935396528317,0.9275106460347169,IL10-KO,False
Colon,Spleen,Colon_Tcf19,Spleen_Zfand6,Tcf19,Zfand6,4,-0.6086962937231927,0.39130370627680744,IL10-KO,False
Colon,Kidney,Colon_Zfand6,Kidney_Glut1,Zfand6,Glut1,4,-0.9096285931133415,0.09037140688665835,IL10-KO,False
Colon,Kidney,Colon_Zfand6,Kidney_Insr,Zfand6,Insr,4,-0.7105756254741477,0.28942437452585246,IL10-KO,False
Colon,Kidney,Colon_Zfand6,Kidney_Mafa,Zfand6,Mafa,4,-0.8247316156147676,0.1752683843852325,IL10-KO,False
Colon,Kidney,Colon_Zfand6,Kidney_Zfand6,Zfand6,Zfand6,4,-0.8325672835200906,0.16743271647990943,IL10-KO,False
Colon,Liver,Colon_Zfand6,Liver_Ghrhr,Zfand6,Ghrhr,4,0.5131323137818258,0.4868676862181742,IL10-KO,False
Colon,Liver,Colon_Zfand6,Liver_Glut1,Zfand6,Glut1,4,0.3528409934075113,0.6471590065924886,IL10-KO,False
Colon,Liver,Colon_Zfand6,Liver_Tbc1d4,Zfand6,Tbc1d4,4,-0.1905436513921345,0.8094563486078654,IL10-KO,False
Colon,Liver,Colon_Zfand6,Liver_Tcf19,Zfand6,Tcf19,4,-0.5464210545955991,0.4535789454044008,IL10-KO,False
Colon,Liver,Colon_Zfand6,Liver_Zfand6,Zfand6,Zfand6,4,0.01788561468220732,0.9821143853177927,IL10-KO,False
Colon,Pancreas,Colon_Zfand6,Pancreas_Glut1,Zfand6,Glut1,4,-0.41898033943898205,0.5810196605610178,IL10-KO,False
Colon,Pancreas,Colon_Zfand6,Pancreas_Ins2,Zfand6,Ins2,4,0.25800697880096857,0.7419930211990313,IL10-KO,False
Colon,Pancreas,Colon_Zfand6,Pancreas_Insr,Zfand6,Insr,4,0.5284429006323323,0.47155709936766765,IL10-KO,False
Colon,Pancreas,Colon_Zfand6,Pancreas_Mafa,Zfand6,Mafa,4,-0.35308194881902183,0.6469180511809782,IL10-KO,False
Colon,Pancreas,Colon_Zfand6,Pancreas_Srr,Zfand6,Srr,4,0.22114035745711558,0.7788596425428844,IL10-KO,False
Colon,Pancreas,Colon_Zfand6,Pancreas_Tbc1d4,Zfand6,Tbc1d4,4,0.694080482205714,0.30591951779428594,IL10-KO,False
Colon,Pancreas,Colon_Zfand6,Pancreas_Zfand6,Zfand6,Zfand6,4,0.2937134190159643,0.7062865809840357,IL10-KO,False
Colon,Spleen,Colon_Zfand6,Spleen_Glut1,Zfand6,Glut1,4,0.6224835700565865,0.3775164299434135,IL10-KO,False
Colon,Spleen,Colon_Zfand6,Spleen_Insr,Zfand6,Insr,4,0.04727573901160814,0.9527242609883919,IL10-KO,False
Colon,Spleen,Colon_Zfand6,Spleen_Mafa,Zfand6,Mafa,4,0.43010323060518796,0.569896769394812,IL10-KO,False
Colon,Spleen,Colon_Zfand6,Spleen_Tcf19,Zfand6,Tcf19,4,-0.1461816217780773,0.8538183782219226,IL10-KO,False
Colon,Spleen,Colon_Zfand6,Spleen_Zfand6,Zfand6,Zfand6,4,0.6056038620106885,0.3943961379893115,IL10-KO,False
Kidney,Liver,Kidney_Glut1,Liver_Ghrhr,Glut1,Ghrhr,4,-0.6882207813707744,0.31177921862922564,IL10-KO,False
Kidney,Liver,Kidney_Glut1,Liver_Glut1,Glut1,Glut1,4,-0.10475115241593813,0.8952488475840619,IL10-KO,False
Kidney,Liver,Kidney_Glut1,Liver_Tbc1d4,Glut1,Tbc1d4,4,-0.07471105383638257,0.9252889461636173,IL10-KO,False
Kidney,Liver,Kidney_Glut1,Liver_Tcf19,Glut1,Tcf19,4,0.3624876391717267,0.6375123608282733,IL10-KO,False
Kidney,Liver,Kidney_Glut1,Liver_Zfand6,Glut1,Zfand6,4,0.01366946583708959,0.9863305341629105,IL10-KO,False
Kidney,Pancreas,Kidney_Glut1,Pancreas_Glut1,Glut1,Glut1,4,0.4592515141033203,0.5407484858966796,IL10-KO,False
Kidney,Pancreas,Kidney_Glut1,Pancreas_Ins2,Glut1,Ins2,4,0.12145394857275085,0.8785460514272492,IL10-KO,False
Kidney,Pancreas,Kidney_Glut1,Pancreas_Insr,Glut1,Insr,4,-0.4555633215326672,0.5444366784673327,IL10-KO,False
Kidney,Pancreas,Kidney_Glut1,Pancreas_Mafa,Glut1,Mafa,4,0.1760708601821141,0.8239291398178858,IL10-KO,False
Kidney,Pancreas,Kidney_Glut1,Pancreas_Srr,Glut1,Srr,4,-0.5957126680932562,0.40428733190674393,IL10-KO,False
Kidney,Pancreas,Kidney_Glut1,Pancreas_Tbc1d4,Glut1,Tbc1d4,4,-0.4188492037837194,0.5811507962162805,IL10-KO,False
Kidney,Pancreas,Kidney_Glut1,Pancreas_Zfand6,Glut1,Zfand6,4,0.06930596777718293,0.930694032222817,IL10-KO,False
Kidney,Spleen,Kidney_Glut1,Spleen_Glut1,Glut1,Glut1,4,-0.24946949022314488,0.7505305097768551,IL10-KO,False
Kidney,Spleen,Kidney_Glut1,Spleen_Insr,Glut1,Insr,4,0.3134407963596333,0.6865592036403667,IL10-KO,False
Kidney,Spleen,Kidney_Glut1,Spleen_Mafa,Glut1,Mafa,4,-0.02019091238598525,0.9798090876140146,IL10-KO,False
Kidney,Spleen,Kidney_Glut1,Spleen_Tcf19,Glut1,Tcf19,4,0.5388599957069133,0.46114000429308666,IL10-KO,False
Kidney,Spleen,Kidney_Glut1,Spleen_Zfand6,Glut1,Zfand6,4,-0.23742624206590668,0.7625737579340934,IL10-KO,False
Kidney,Liver,Kidney_Insr,Liver_Ghrhr,Insr,Ghrhr,4,0.003003342206022719,0.9969966577939773,IL10-KO,False
Kidney,Liver,Kidney_Insr,Liver_Glut1,Insr,Glut1,4,0.3691572247018234,0.6308427752981767,IL10-KO,False
Kidney,Liver,Kidney_Insr,Liver_Tbc1d4,Insr,Tbc1d4,4,0.56475927876182,0.43524072123818014,IL10-KO,False
Kidney,Liver,Kidney_Insr,Liver_Tcf19,Insr,Tcf19,4,0.8597819799039841,0.14021802009601592,IL10-KO,False
Kidney,Liver,Kidney_Insr,Liver_Zfand6,Insr,Zfand6,4,0.680169573565159,0.31983042643484105,IL10-KO,False
Kidney,Pancreas,Kidney_Insr,Pancreas_Glut1,Insr,Glut1,4,-0.27620919267574384,0.723790807324256,IL10-KO,False
Kidney,Pancreas,Kidney_Insr,Pancreas_Ins2,Insr,Ins2,4,-0.3403193171519918,0.6596806828480082,IL10-KO,False
Kidney,Pancreas,Kidney_Insr,Pancreas_Insr,Insr,Insr,4,-0.9429956258734193,0.05700437412658066,IL10-KO,False
Kidney,Pancreas,Kidney_Insr,Pancreas_Mafa,Insr,Mafa,4,0.7832832449171928,0.2167167550828073,IL10-KO,False
Kidney,Pancreas,Kidney_Insr,Pancreas_Srr,Insr,Srr,4,-0.4711086787117023,0.5288913212882977,IL10-KO,False
Kidney,Pancreas,Kidney_Insr,Pancreas_Tbc1d4,Insr,Tbc1d4,4,-0.7511354110677078,0.24886458893229224,IL10-KO,False
Kidney,Pancreas,Kidney_Insr,Pancreas_Zfand6,Insr,Zfand6,4,-0.41622267116259026,0.5837773288374097,IL10-KO,False
Kidney,Spleen,Kidney_Insr,Spleen_Glut1,Insr,Glut1,4,-0.1912038125835756,0.8087961874164245,IL10-KO,False
Kidney,Spleen,Kidney_Insr,Spleen_Insr,Insr,Insr,4,0.4625426674083802,0.5374573325916199,IL10-KO,False
Kidney,Spleen,Kidney_Insr,Spleen_Mafa,Insr,Mafa,4,-0.24209946095076262,0.7579005390492375,IL10-KO,False
Kidney,Spleen,Kidney_Insr,Spleen_Tcf19,Insr,Tcf19,4,0.1657011379764739,0.8342988620235261,IL10-KO,False
Kidney,Spleen,Kidney_Insr,Spleen_Zfand6,Insr,Zfand6,4,-0.12839549012623053,0.8716045098737695,IL10-KO,False
Kidney,Liver,Kidney_Mafa,Liver_Ghrhr,Mafa,Ghrhr,4,-0.03258830279932459,0.9674116972006754,IL10-KO,False
Kidney,Liver,Kidney_Mafa,Liver_Glut1,Mafa,Glut1,4,0.13831374783362477,0.8616862521663753,IL10-KO,False
Kidney,Liver,Kidney_Mafa,Liver_Tbc1d4,Mafa,Tbc1d4,4,0.6092265492633758,0.3907734507366243,IL10-KO,False
Kidney,Liver,Kidney_Mafa,Liver_Tcf19,Mafa,Tcf19,4,0.8934989778939408,0.10650102210605916,IL10-KO,False
Kidney,Liver,Kidney_Mafa,Liver_Zfand6,Mafa,Zfand6,4,0.5474672503376918,0.45253274966230816,IL10-KO,False
Kidney,Pancreas,Kidney_Mafa,Pancreas_Glut1,Mafa,Glut1,4,-0.16018501033831942,0.8398149896616807,IL10-KO,False
Kidney,Pancreas,Kidney_Mafa,Pancreas_Ins2,Mafa,Ins2,4,-0.48132140208860996,0.5186785979113901,IL10-KO,False
Kidney,Pancreas,Kidney_Mafa,Pancreas_Insr,Mafa,Insr,4,-0.9156121710318996,0.08438782896810038,IL10-KO,False
Kidney,Pancreas,Kidney_Mafa,Pancreas_Mafa,Mafa,Mafa,4,0.7885746229087691,0.21142537709123088,IL10-KO,False
Kidney,Pancreas,Kidney_Mafa,Pancreas_Srr,Mafa,Srr,4,-0.28896746601435847,0.7110325339856416,IL10-KO,False
Kidney,Pancreas,Kidney_Mafa,Pancreas_Tbc1d4,Mafa,Tbc1d4,4,-0.8687121293720937,0.13128787062790614,IL10-KO,False
Kidney,Pancreas,Kidney_Mafa,Pancreas_Zfand6,Mafa,Zfand6,4,-0.5449714627415286,0.4550285372584715,IL10-KO,False
Kidney,Spleen,Kidney_Mafa,Spleen_Glut1,Mafa,Glut1,4,-0.4285955307824525,0.5714044692175475,IL10-KO,False
Kidney,Spleen,Kidney_Mafa,Spleen_Insr,Mafa,Insr,4,0.2332928388181254,0.7667071611818745,IL10-KO,False
Kidney,Spleen,Kidney_Mafa,Spleen_Mafa,Mafa,Mafa,4,-0.4464187150815012,0.5535812849184989,IL10-KO,False
Kidney,Spleen,Kidney_Mafa,Spleen_Tcf19,Mafa,Tcf19,4,0.013906632507527994,0.9860933674924719,IL10-KO,False
Kidney,Spleen,Kidney_Mafa,Spleen_Zfand6,Mafa,Zfand6,4,-0.37130092086227307,0.6286990791377269,IL10-KO,False
Kidney,Liver,Kidney_Zfand6,Liver_Ghrhr,Zfand6,Ghrhr,4,0.04268589500260683,0.9573141049973932,IL10-KO,False
Kidney,Liver,Kidney_Zfand6,Liver_Glut1,Zfand6,Glut1,4,-0.0620134587962844,0.9379865412037156,IL10-KO,False
Kidney,Liver,Kidney_Zfand6,Liver_Tbc1d4,Zfand6,Tbc1d4,4,0.6973654750345663,0.30263452496543364,IL10-KO,False
Kidney,Liver,Kidney_Zfand6,Liver_Tcf19,Zfand6,Tcf19,4,0.9154953765429336,0.08450462345706633,IL10-KO,False
Kidney,Liver,Kidney_Zfand6,Liver_Zfand6,Zfand6,Zfand6,4,0.4454517140932542,0.5545482859067459,IL10-KO,False
Kidney,Pancreas,Kidney_Zfand6,Pancreas_Glut1,Zfand6,Glut1,4,-0.13034750972996814,0.8696524902700318,IL10-KO,False
Kidney,Pancreas,Kidney_Zfand6,Pancreas_Ins2,Zfand6,Ins2,4,-0.6641637933343578,0.3358362066656422,IL10-KO,False
Kidney,Pancreas,Kidney_Zfand6,Pancreas_Insr,Zfand6,Insr,4,-0.8642042701453765,0.13579572985462351,IL10-KO,False
Kidney,Pancreas,Kidney_Zfand6,Pancreas_Mafa,Zfand6,Mafa,4,0.8075095672395445,0.19249043276045552,IL10-KO,False
Kidney,Pancreas,Kidney_Zfand6,Pancreas_Srr,Zfand6,Srr,4,-0.030485410222398424,0.9695145897776016,IL10-KO,False
Kidney,Pancreas,Kidney_Zfand6,Pancreas_Tbc1d4,Zfand6,Tbc1d4,4,-0.9618790026139745,0.03812099738602548,IL10-KO,True
Kidney,Pancreas,Kidney_Zfand6,Pancreas_Zfand6,Zfand6,Zfand6,4,-0.7108403940737593,0.2891596059262407,IL10-KO,False
Kidney,Spleen,Kidney_Zfand6,Spleen_Glut1,Zfand6,Glut1,4,-0.642263375171467,0.35773662482853297,IL10-KO,False
Kidney,Spleen,Kidney_Zfand6,Spleen_Insr,Zfand6,Insr,4,-0.028241270111469097,0.9717587298885308,IL10-KO,False
Kidney,Spleen,Kidney_Zfand6,Spleen_Mafa,Zfand6,Mafa,4,-0.6660487367510026,0.3339512632489974,IL10-KO,False
Kidney,Spleen,Kidney_Zfand6,Spleen_Tcf19,Zfand6,Tcf19,4,-0.2205772223679229,0.779422777632077,IL10-KO,False
Kidney,Spleen,Kidney_Zfand6,Spleen_Zfand6,Zfand6,Zfand6,4,-0.5892140054574202,0.4107859945425798,IL10-KO,False
Liver,Pancreas,Liver_Ghrhr,Pancreas_Glut1,Ghrhr,Glut1,4,-0.9128051241105414,0.08719487588945851,IL10-KO,False
Liver,Pancreas,Liver_Ghrhr,Pancreas_Ins2,Ghrhr,Ins2,4,-0.6243073541786093,0.3756926458213907,IL10-KO,False
Liver,Pancreas,Liver_Ghrhr,Pancreas_Insr,Ghrhr,Insr,4,-0.33071451431510507,0.6692854856848949,IL10-KO,False
Liver,Pancreas,Liver_Ghrhr,Pancreas_Mafa,Ghrhr,Mafa,4,0.5888796177763986,0.41112038222360137,IL10-KO,False
Liver,Pancreas,Liver_Ghrhr,Pancreas_Srr,Ghrhr,Srr,4,0.47084940446708307,0.529150595532917,IL10-KO,False
Liver,Pancreas,Liver_Ghrhr,Pancreas_Tbc1d4,Ghrhr,Tbc1d4,4,-0.25728364547155236,0.7427163545284476,IL10-KO,False
Liver,Pancreas,Liver_Ghrhr,Pancreas_Zfand6,Ghrhr,Zfand6,4,-0.6225534012357172,0.37744659876428277,IL10-KO,False
Liver,Spleen,Liver_Ghrhr,Spleen_Glut1,Ghrhr,Glut1,4,0.03157526164120744,0.9684247383587925,IL10-KO,False
Liver,Spleen,Liver_Ghrhr,Spleen_Insr,Ghrhr,Insr,4,-0.08912978786537518,0.9108702121346248,IL10-KO,False
Liver,Spleen,Liver_Ghrhr,Spleen_Mafa,Ghrhr,Mafa,4,-0.3438150352236724,0.6561849647763276,IL10-KO,False
Liver,Spleen,Liver_Ghrhr,Spleen_Tcf19,Ghrhr,Tcf19,4,-0.7000903508405865,0.29990964915941354,IL10-KO,False
Liver,Spleen,Liver_Ghrhr,Spleen_Zfand6,Ghrhr,Zfand6,4,0.07860007985553927,0.9213999201444607,IL10-KO,False
Liver,Pancreas,Liver_Glut1,Pancreas_Glut1,Glut1,Glut1,4,-0.7406787172966085,0.2593212827033915,IL10-KO,False
Liver,Pancreas,Liver_Glut1,Pancreas_Ins2,Glut1,Ins2,4,0.19080887079721776,0.8091911292027822,IL10-KO,False
Liver,Pancreas,Liver_Glut1,Pancreas_Insr,Glut1,Insr,4,-0.44054030065898353,0.5594596993410166,IL10-KO,False
Liver,Pancreas,Liver_Glut1,Pancreas_Mafa,Glut1,Mafa,4,0.36853839424515855,0.6314616057548414,IL10-KO,False
Liver,Pancreas,Liver_Glut1,Pancreas_Srr,Glut1,Srr,4,-0.5884497369803781,0.41155026301962194,IL10-KO,False
Liver,Pancreas,Liver_Glut1,Pancreas_Tbc1d4,Glut1,Tbc1d4,4,0.11725312531293401,0.8827468746870659,IL10-KO,False
Liver,Pancreas,Liver_Glut1,Pancreas_Zfand6,Glut1,Zfand6,4,0.13043899911484502,0.8695610008851551,IL10-KO,False
Liver,Spleen,Liver_Glut1,Spleen_Glut1,Glut1,Glut1,4,0.7536229559170321,0.2463770440829678,IL10-KO,False
Liver,Spleen,Liver_Glut1,Spleen_Insr,Glut1,Insr,4,0.8609103534125163,0.1390896465874838,IL10-KO,False
Liver,Spleen,Liver_Glut1,Spleen_Mafa,Glut1,Mafa,4,0.5144532166478226,0.4855467833521774,IL10-KO,False
Liver,Spleen,Liver_Glut1,Spleen_Tcf19,Glut1,Tcf19,4,0.3364508953158165,0.6635491046841835,IL10-KO,False
Liver,Spleen,Liver_Glut1,Spleen_Zfand6,Glut1,Zfand6,4,0.8029782451448962,0.19702175485510365,IL10-KO,False
Liver,Pancreas,Liver_Tbc1d4,Pancreas_Glut1,Tbc1d4,Glut1,4,-0.7246594891869429,0.2753405108130571,IL10-KO,False
Liver,Pancreas,Liver_Tbc1d4,Pancreas_Ins2,Tbc1d4,Ins2,4,-0.9081683277005781,0.09183167229942191,IL10-KO,False
Liver,Pancreas,Liver_Tbc1d4,Pancreas_Insr,Tbc1d4,Insr,4,-0.7966641546901907,0.2033358453098093,IL10-KO,False
Liver,Pancreas,Liver_Tbc1d4,Pancreas_Mafa,Tbc1d4,Mafa,4,0.9521587648262173,0.04784123517378269,IL10-KO,True
Liver,Pancreas,Liver_Tbc1d4,Pancreas_Srr,Tbc1d4,Srr,4,0.3524012831420482,0.6475987168579518,IL10-KO,False
Liver,Pancreas,Liver_Tbc1d4,Pancreas_Tbc1d4,Tbc1d4,Tbc1d4,4,-0.832385679976371,0.16761432002362886,IL10-KO,False
Liver,Pancreas,Liver_Tbc1d4,Pancreas_Zfand6,Tbc1d4,Zfand6,4,-0.9351337558054692,0.06486624419453069,IL10-KO,False
Liver,Spleen,Liver_Tbc1d4,Spleen_Glut1,Tbc1d4,Glut1,4,-0.43643446547007675,0.5635655345299233,IL10-KO,False
Liver,Spleen,Liver_Tbc1d4,Spleen_Insr,Tbc1d4,Insr,4,-0.1227911503985601,0.8772088496014399,IL10-KO,False
Liver,Spleen,Liver_Tbc1d4,Spleen_Mafa,Tbc1d4,Mafa,4,-0.71760042434088,0.28239957565912,IL10-KO,False
Liver,Spleen,Liver_Tbc1d4,Spleen_Tcf19,Tbc1d4,Tcf19,4,-0.6762340105490391,0.323765989450961,IL10-KO,False
Liver,Spleen,Liver_Tbc1d4,Spleen_Zfand6,Tbc1d4,Zfand6,4,-0.36887443348451676,0.6311255665154833,IL10-KO,False
Liver,Pancreas,Liver_Tcf19,Pancreas_Glut1,Tcf19,Glut1,4,-0.518055301290107,0.481944698709893,IL10-KO,False
Liver,Pancreas,Liver_Tcf19,Pancreas_Ins2,Tcf19,Ins2,4,-0.7627251978893655,0.23727480211063456,IL10-KO,False
Liver,Pancreas,Liver_Tcf19,Pancreas_Insr,Tcf19,Insr,4,-0.9623716153901636,0.03762838460983642,IL10-KO,True
Liver,Pancreas,Liver_Tcf19,Pancreas_Mafa,Tcf19,Mafa,4,0.9764177687714384,0.023582231228561623,IL10-KO,True
Liver,Pancreas,Liver_Tcf19,Pancreas_Srr,Tcf19,Srr,4,0.01577466914868321,0.9842253308513167,IL10-KO,False
Liver,Pancreas,Liver_Tcf19,Pancreas_Tbc1d4,Tcf19,Tbc1d4,4,-0.9361644061759029,0.06383559382409709,IL10-KO,False
Liver,Pancreas,Liver_Tcf19,Pancreas_Zfand6,Tcf19,Zfand6,4,-0.8149031883308179,0.18509681166918224,IL10-KO,False
Liver,Spleen,Liver_Tcf19,Spleen_Glut1,Tcf19,Glut1,4,-0.4508825052150613,0.5491174947849387,IL10-KO,False
Liver,Spleen,Liver_Tcf19,Spleen_Insr,Tcf19,Insr,4,0.09125246068323058,0.9087475393167694,IL10-KO,False
Liver,Spleen,Liver_Tcf19,Spleen_Mafa,Tcf19,Mafa,4,-0.6257689262502334,0.3742310737497667,IL10-KO,False
Liver,Spleen,Liver_Tcf19,Spleen_Tcf19,Tcf19,Tcf19,4,-0.3562396169613362,0.6437603830386638,IL10-KO,False
Liver,Spleen,Liver_Tcf19,Spleen_Zfand6,Tcf19,Zfand6,4,-0.38001931549783713,0.6199806845021629,IL10-KO,False
Liver,Pancreas,Liver_Zfand6,Pancreas_Glut1,Zfand6,Glut1,4,-0.8797877558950019,0.12021224410499798,IL10-KO,False
Liver,Pancreas,Liver_Zfand6,Pancreas_Ins2,Zfand6,Ins2,4,-0.3778567953756684,0.6221432046243316,IL10-KO,False
Liver,Pancreas,Liver_Zfand6,Pancreas_Insr,Zfand6,Insr,4,-0.8306643005980021,0.16933569940199789,IL10-KO,False
Liver,Pancreas,Liver_Zfand6,Pancreas_Mafa,Zfand6,Mafa,4,0.8340621373553206,0.16593786264467925,IL10-KO,False
Liver,Pancreas,Liver_Zfand6,Pancreas_Srr,Zfand6,Srr,4,-0.2853046131218828,0.7146953868781172,IL10-KO,False
Liver,Pancreas,Liver_Zfand6,Pancreas_Tbc1d4,Zfand6,Tbc1d4,4,-0.45585549977427786,0.5441445002257221,IL10-KO,False
Liver,Pancreas,Liver_Zfand6,Pancreas_Zfand6,Zfand6,Zfand6,4,-0.4426098218535218,0.5573901781464783,IL10-KO,False
Liver,Spleen,Liver_Zfand6,Spleen_Glut1,Zfand6,Glut1,4,0.2419757297310434,0.7580242702689566,IL10-KO,False
Liver,Spleen,Liver_Zfand6,Spleen_Insr,Zfand6,Insr,4,0.5726924558088796,0.4273075441911205,IL10-KO,False
Liver,Spleen,Liver_Zfand6,Spleen_Mafa,Zfand6,Mafa,4,-0.05894074536320297,0.9410592546367971,IL10-KO,False
Liver,Spleen,Liver_Zfand6,Spleen_Tcf19,Zfand6,Tcf19,4,-0.08669803587467029,0.9133019641253297,IL10-KO,False
Liver,Spleen,Liver_Zfand6,Spleen_Zfand6,Zfand6,Zfand6,4,0.3173544635744753,0.6826455364255248,IL10-KO,False
Pancreas,Spleen,Pancreas_Glut1,Spleen_Glut1,Glut1,Glut1,4,-0.2740692844787355,0.7259307155212644,IL10-KO,False
Pancreas,Spleen,Pancreas_Glut1,Spleen_Insr,Glut1,Insr,4,-0.3127218703823085,0.6872781296176915,IL10-KO,False
Pancreas,Spleen,Pancreas_Glut1,Spleen_Mafa,Glut1,Mafa,4,0.10447979998889084,0.8955202000111091,IL10-KO,False
Pancreas,Spleen,Pancreas_Glut1,Spleen_Tcf19,Glut1,Tcf19,4,0.3826370639112665,0.6173629360887336,IL10-KO,False
Pancreas,Spleen,Pancreas_Glut1,Spleen_Zfand6,Glut1,Zfand6,4,-0.3364210770095653,0.6635789229904347,IL10-KO,False
Pancreas,Spleen,Pancreas_Ins2,Spleen_Glut1,Ins2,Glut1,4,0.7357274015122719,0.2642725984877281,IL10-KO,False
Pancreas,Spleen,Pancreas_Ins2,Spleen_Insr,Ins2,Insr,4,0.5199594286429189,0.480040571357081,IL10-KO,False
Pancreas,Spleen,Pancreas_Ins2,Spleen_Mafa,Ins2,Mafa,4,0.9352124690978114,0.06478753090218858,IL10-KO,False
Pancreas,Spleen,Pancreas_Ins2,Spleen_Tcf19,Ins2,Tcf19,4,0.8689337759927436,0.13106622400725643,IL10-KO,False
Pancreas,Spleen,Pancreas_Ins2,Spleen_Zfand6,Ins2,Zfand6,4,0.6904748031121994,0.30952519688780056,IL10-KO,False
Pancreas,Spleen,Pancreas_Insr,Spleen_Glut1,Insr,Glut1,4,0.22570224248359708,0.774297757516403,IL10-KO,False
