"Organ_Pair","Organ1","Organ2","Gene_Organ1","Gene_Organ2","Correlation","P_value","N","Gene1","Gene2","Group","Analysis_Note","Significance","Significant"
"Pancreas_vs_Spleen","Pancreas","Spleen","Pancreas_Zfand6","Spleen_Ghrhr",-0.600410580375634,0.0389936217515206,12,"Zfand6","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Kidney_vs_Spleen","Kidney","Spleen","Kidney_Zfand6","Spleen_Tbc1d4",-0.59755038682953,0.0401835891069595,12,"Zfand6","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Colon_vs_Spleen","Colon","Spleen","Colon_Mafa","Spleen_Tbc1d4",0.595853506821143,0.0409016365481859,12,"Mafa","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Liver_vs_Spleen","Liver","Spleen","Liver_Tcf19","Spleen_Glut1",-0.592367056402329,0.0424054567414154,12,"Tcf19","Glut1","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Kidney_vs_Spleen","Kidney","Spleen","Kidney_Glp1r","Spleen_Mafa",0.591851203479545,0.0426312411152064,12,"Glp1r","Mafa","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Colon_vs_Spleen","Colon","Spleen","Colon_Zfand6","Spleen_Glut1",0.588539899166008,0.0441008909361685,12,"Zfand6","Glut1","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Liver_vs_Spleen","Liver","Spleen","Liver_Ins2","Spleen_Mafa",-0.613648057053777,0.0446337237210118,11,"Ins2","Mafa","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Kidney_vs_Colon","Kidney","Colon","Kidney_Zfand6","Colon_Ghrhr",-0.586117097217679,0.0451986485747825,12,"Zfand6","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Glut1",0.585871138892354,0.0453111594426679,12,"Srr","Glut1","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Liver","Pancreas","Liver","Pancreas_Ghrhr","Liver_Ins2",-0.676588330383181,0.0453548668421053,9,"Ghrhr","Ins2","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Kidney","Pancreas","Kidney","Pancreas_Mafa","Kidney_Glut4",0.885752776282704,0.0455529253691165,5,"Mafa","Glut4","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Kidney_vs_Spleen","Kidney","Spleen","Kidney_Zfand6","Spleen_Ghrhr",-0.585129608340866,0.0456515612517896,12,"Zfand6","Ghrhr","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Kidney","Pancreas","Kidney","Pancreas_Zfand6","Kidney_Glut4",-0.882318146024454,0.047596981309329,5,"Zfand6","Glut4","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Tbc1d4","Colon_Mafa",-0.580950992937824,0.0476035854487506,12,"Tbc1d4","Mafa","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Kidney_vs_Liver","Kidney","Liver","Kidney_Insr","Liver_Srr",0.579109386900002,0.048482269317176,12,"Insr","Srr","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Colon_vs_Spleen","Colon","Spleen","Colon_Mafa","Spleen_Glut1",0.578642476559876,0.0487068469202508,12,"Mafa","Glut1","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Pancreas_vs_Colon","Pancreas","Colon","Pancreas_Srr","Colon_Zfand6",0.578420117500032,0.048814055500713,12,"Srr","Zfand6","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
"Kidney_vs_Colon","Kidney","Colon","Kidney_Insr","Colon_Tbc1d4",-0.602075012398509,0.0499969969747855,11,"Insr","Tbc1d4","All_Groups","Metabolic-immune axis (n=12)","p<0.05",TRUE
